date,county,commodity,commodity_group,retail_mean,retail_std,retail_min,retail_max,wholesale_mean,wb_price
2023-07-31,Mombasa,Beans Rosecoco,beans,,,,,,
2023-07-31,Mombasa,Green Maize,maize,,,,,,
2023-07-31,Mombasa,White Sorghum,sorghum,,,,,,
2023-07-31,Muranga,Green Maize,maize,,,,,,
2023-07-31,Muranga,White Sorghum,sorghum,,,,,,
2023-07-31,Nairobi,Beans Rosecoco,beans,,,,,,
2023-07-31,Nairobi,Green Maize,maize,,,,,,
2023-07-31,Nairobi,White Sorghum,sorghum,,,,,,
2023-07-31,Nakuru,Beans Rosecoco,beans,,,,,,
2023-07-31,Nakuru,Green Maize,maize,,,,,,
2023-07-31,Nakuru,White Sorghum,sorghum,,,,,,
2023-07-31,Narok,Beans Rosecoco,beans,,,,,,
2023-07-31,Nyamira,Beans Rosecoco,beans,,,,,,
2023-07-31,Nyamira,Green Maize,maize,,,,,,
2023-07-31,Nyandarua,Beans Rosecoco,beans,,,,,,
2023-07-31,Nyandarua,Green Maize,maize,,,,,,
2023-07-31,Nyeri,Green Maize,maize,,,,,,
2023-07-31,Nyeri,White Sorghum,sorghum,,,,,,
2023-07-31,Samburu,Beans Rosecoco,beans,,,,,,
2023-07-31,Siaya,Beans Rosecoco,beans,,,,,,
2023-07-31,Siaya,Green Maize,maize,,,,,,
2023-07-31,Siaya,White Sorghum,sorghum,,,,,,
2023-07-31,Taita-Taveta,Green Maize,maize,,,,,,
2023-07-31,Tharaka-Nithi,Beans Rosecoco,beans,,,,,,
2023-07-31,Tharaka-Nithi,Green Maize,maize,,,,,,
2023-07-31,Tharaka-Nithi,White Sorghum,sorghum,,,,,,
2023-07-31,Trans-Nzoia,Beans Rosecoco,beans,,,,,,
2023-07-31,Trans-Nzoia,Green Maize,maize,,,,,,
2023-07-31,Trans-Nzoia,White Sorghum,sorghum,,,,,,
2023-07-31,Uasin-Gishu,Beans Rosecoco,beans,,,,,,
2023-07-31,Uasin-Gishu,Green Maize,maize,,,,,,
2023-07-31,Vihiga,Green Maize,maize,,,,,,
2023-07-31,Vihiga,White Sorghum,sorghum,,,,,,
2023-07-31,West-Pokot,Green Maize,maize,,,,,,
2023-07-31,West-Pokot,White Sorghum,sorghum,,,,,,
2023-08-31,Bomet,Beans Rosecoco,beans,,,,,,
2023-08-31,Bomet,Green Maize,maize,,,,,,
2023-08-31,Bomet,Red Sorghum,sorghum,,,,,,
2023-08-31,Bungoma,Beans Rosecoco,beans,,,,,,
2023-08-31,Bungoma,Green Maize,maize,,,,,,
2023-08-31,Bungoma,Red Sorghum,sorghum,,,,,,
2023-08-31,Bungoma,White Sorghum,sorghum,,,,,,
2023-08-31,Busia,Beans Rosecoco,beans,,,,,,
2023-08-31,Busia,Red Sorghum,sorghum,,,,,,
2023-08-31,Elgeyo-Marakwet,Beans Rosecoco,beans,,,,,,
2023-08-31,Elgeyo-Marakwet,Green Maize,maize,,,,,,
2023-08-31,Embu,Beans Rosecoco,beans,,,,,,
2023-08-31,Embu,Green Maize,maize,,,,,,
2023-08-31,Embu,Red Sorghum,sorghum,,,,,,
2023-08-31,Embu,White Sorghum,sorghum,,,,,,
2023-08-31,Garissa,Green Maize,maize,,,,,,
2023-08-31,Garissa,Red Sorghum,sorghum,,,,,,
2023-08-31,Garissa,White Sorghum,sorghum,,,,,,
2023-08-31,Homa-bay,Beans Rosecoco,beans,,,,,,
2023-08-31,Homa-bay,Red Sorghum,sorghum,,,,,,
2023-08-31,Kajiado,Beans Rosecoco,beans,,,,,,
2023-08-31,Kajiado,Green Maize,maize,,,,,,
2023-08-31,Kajiado,Red Sorghum,sorghum,,,,,,
2023-08-31,Kajiado,White Sorghum,sorghum,,,,,,
2023-08-31,Kericho,Beans Rosecoco,beans,,,,,,
2023-08-31,Kericho,Green Maize,maize,,,,,,
2023-08-31,Kericho,Red Sorghum,sorghum,,,,,,
2023-08-31,Kiambu,Beans Rosecoco,beans,,,,,,
2023-08-31,Kiambu,Red Sorghum,sorghum,,,,,,
2023-08-31,Kiambu,White Sorghum,sorghum,,,,,,
2023-08-31,Kilifi,Green Maize,maize,,,,,,
2023-08-31,Kirinyaga,Beans Rosecoco,beans,,,,,,
2023-08-31,Kirinyaga,Green Maize,maize,,,,,,
2023-08-31,Kirinyaga,Red Sorghum,sorghum,,,,,,
2023-08-31,Kirinyaga,White Sorghum,sorghum,,,,,,
2023-08-31,Kisii,Beans Rosecoco,beans,,,,,,
2023-08-31,Kisii,Green Maize,maize,,,,,,
2023-08-31,Kisumu,Beans Rosecoco,beans,,,,,,
2023-08-31,Kisumu,Green Maize,maize,,,,,,
2023-08-31,Kisumu,Red Sorghum,sorghum,,,,,,
2023-08-31,Kisumu,White Sorghum,sorghum,,,,,,
2023-08-31,Kitui,Beans Rosecoco,beans,,,,,,
2023-08-31,Kitui,Green Maize,maize,,,,,,
2023-08-31,Kitui,Red Sorghum,sorghum,,,,,,
2023-08-31,Kitui,White Sorghum,sorghum,,,,,,
2023-08-31,Kwale,Green Maize,maize,,,,,,
2023-08-31,Laikipia,Beans Rosecoco,beans,,,,,,
2023-08-31,Laikipia,Green Maize,maize,,,,,,
2023-08-31,Makueni,Beans Rosecoco,beans,,,,,,
2023-08-31,Meru,Beans Rosecoco,beans,,,,,,
2023-08-31,Meru,Green Maize,maize,,,,,,
2023-08-31,Meru,Red Sorghum,sorghum,,,,,,
2023-08-31,Meru,White Sorghum,sorghum,,,,,,
2023-08-31,Migori,Beans Rosecoco,beans,,,,,,
2023-08-31,Migori,Green Maize,maize,,,,,,
2023-08-31,Migori,Red Sorghum,sorghum,,,,,,
2023-08-31,Migori,White Sorghum,sorghum,,,,,,
2023-08-31,Mombasa,Beans Rosecoco,beans,,,,,,
2023-08-31,Mombasa,Green Maize,maize,,,,,,
2023-08-31,Mombasa,Red Sorghum,sorghum,,,,,,
2023-08-31,Mombasa,White Sorghum,sorghum,,,,,,
2023-08-31,Muranga,Green Maize,maize,,,,,,
2023-08-31,Nairobi,Beans Rosecoco,beans,,,,,,
2023-08-31,Nairobi,Green Maize,maize,,,,,,
2023-08-31,Nairobi,Red Sorghum,sorghum,,,,,,
2023-08-31,Nairobi,White Sorghum,sorghum,,,,,,
2023-08-31,Nakuru,Beans Rosecoco,beans,,,,,,
2023-08-31,Nakuru,Green Maize,maize,,,,,,
2023-08-31,Nakuru,Red Sorghum,sorghum,,,,,,
2023-08-31,Nakuru,White Sorghum,sorghum,,,,,,
2023-08-31,Nandi,Beans Rosecoco,beans,,,,,,
2023-08-31,Nandi,Green Maize,maize,,,,,,
2023-08-31,Nandi,Red Sorghum,sorghum,,,,,,
2023-08-31,Narok,Beans Rosecoco,beans,,,,,,
2023-08-31,Nyamira,Beans Rosecoco,beans,,,,,,
2023-08-31,Nyamira,Red Sorghum,sorghum,,,,,,
2023-08-31,Nyandarua,Beans Rosecoco,beans,,,,,,
2023-08-31,Nyandarua,Green Maize,maize,,,,,,
2023-08-31,Nyeri,Beans Rosecoco,beans,,,,,,
2023-08-31,Nyeri,Green Maize,maize,,,,,,
2023-08-31,Nyeri,Red Sorghum,sorghum,,,,,,
2023-08-31,Nyeri,White Sorghum,sorghum,,,,,,
2023-08-31,Samburu,Beans Rosecoco,beans,,,,,,
2023-08-31,Samburu,Green Maize,maize,,,,,,
2023-08-31,Siaya,Beans Rosecoco,beans,,,,,,
2023-08-31,Siaya,Green Maize,maize,,,,,,
2023-08-31,Siaya,Red Sorghum,sorghum,,,,,,
2023-08-31,Siaya,White Sorghum,sorghum,,,,,,
2023-08-31,Taita-Taveta,Green Maize,maize,,,,,,
2023-08-31,Taita-Taveta,Red Sorghum,sorghum,,,,,,
2023-08-31,Taita-Taveta,White Sorghum,sorghum,,,,,,
2023-08-31,Tharaka-Nithi,Beans Rosecoco,beans,,,,,,
2023-08-31,Tharaka-Nithi,Green Maize,maize,,,,,,
2023-08-31,Tharaka-Nithi,Red Sorghum,sorghum,,,,,,
2023-08-31,Tharaka-Nithi,White Sorghum,sorghum,,,,,,
2023-08-31,Trans-Nzoia,Beans Rosecoco,beans,,,,,,
2023-08-31,Trans-Nzoia,Green Maize,maize,,,,,,
2023-08-31,Trans-Nzoia,Red Sorghum,sorghum,,,,,,
2023-08-31,Trans-Nzoia,White Sorghum,sorghum,,,,,,
2023-08-31,Uasin-Gishu,Beans Rosecoco,beans,,,,,,
2023-08-31,Uasin-Gishu,Green Maize,maize,,,,,,
2023-08-31,Uasin-Gishu,Red Sorghum,sorghum,,,,,,
2023-08-31,Vihiga,Beans Rosecoco,beans,,,,,,
2023-08-31,Vihiga,Green Maize,maize,,,,,,
2023-08-31,Vihiga,Red Sorghum,sorghum,,,,,,
2023-08-31,Vihiga,White Sorghum,sorghum,,,,,,
2023-08-31,West-Pokot,Beans Rosecoco,beans,,,,,,
2023-08-31,West-Pokot,Green Maize,maize,,,,,,
2023-09-30,Bomet,Beans Rosecoco,beans,,,,,,
2023-09-30,Bomet,Green Maize,maize,,,,,,
2023-09-30,Bomet,Red Sorghum,sorghum,,,,,,
2023-09-30,Bungoma,Beans Rosecoco,beans,,,,,,
2023-09-30,Bungoma,Red Sorghum,sorghum,,,,,,
2023-09-30,Busia,Beans Rosecoco,beans,,,,,,
2023-09-30,Elgeyo-Marakwet,Green Maize,maize,,,,,,
2023-09-30,Embu,Beans Rosecoco,beans,,,,,,
2023-09-30,Embu,Green Maize,maize,,,,,,
2023-09-30,Embu,Red Sorghum,sorghum,,,,,,
2023-09-30,Embu,White Sorghum,sorghum,,,,,,
2023-09-30,Kajiado,Green Maize,maize,,,,,,
2023-09-30,Kilifi,Green Maize,maize,,,,,,
2023-09-30,Kirinyaga,Beans Rosecoco,beans,,,,,,
2023-09-30,Kirinyaga,Green Maize,maize,,,,,,
2023-09-30,Kirinyaga,Red Sorghum,sorghum,,,,,,
2023-09-30,Kirinyaga,White Sorghum,sorghum,,,,,,
2023-09-30,Kisii,Beans Rosecoco,beans,,,,,,
2023-09-30,Kisii,Green Maize,maize,,,,,,
2023-09-30,Kisii,Red Sorghum,sorghum,,,,,,
2023-09-30,Kisumu,Beans Rosecoco,beans,,,,,,
2023-09-30,Kisumu,Green Maize,maize,,,,,,
2023-09-30,Kisumu,Red Sorghum,sorghum,,,,,,
2023-09-30,Kitui,Beans Rosecoco,beans,,,,,,
2023-09-30,Kitui,Green Maize,maize,,,,,,
2023-09-30,Kitui,Red Sorghum,sorghum,,,,,,
2023-09-30,Kitui,White Sorghum,sorghum,,,,,,
2023-09-30,Kwale,Green Maize,maize,,,,,,
2023-09-30,Laikipia,Beans Rosecoco,beans,,,,,,
2023-09-30,Laikipia,Green Maize,maize,,,,,,
2023-09-30,Lamu,Red Sorghum,sorghum,,,,,,
2023-09-30,Lamu,White Sorghum,sorghum,,,,,,
2023-09-30,Meru,Beans Rosecoco,beans,,,,,,
2023-09-30,Meru,Green Maize,maize,,,,,,
2023-09-30,Meru,Red Sorghum,sorghum,,,,,,
2023-09-30,Meru,White Sorghum,sorghum,,,,,,
2023-09-30,Migori,Beans Rosecoco,beans,,,,,,
2023-09-30,Migori,Green Maize,maize,,,,,,
2023-09-30,Migori,Red Sorghum,sorghum,,,,,,
2023-09-30,Migori,White Sorghum,sorghum,,,,,,
2023-09-30,Mombasa,Green Maize,maize,,,,,,
2023-09-30,Nairobi,Beans Rosecoco,beans,,,,,,
2023-09-30,Nairobi,Green Maize,maize,,,,,,
2023-09-30,Nairobi,Red Sorghum,sorghum,,,,,,
2023-09-30,Nairobi,White Sorghum,sorghum,,,,,,
2023-09-30,Nakuru,Beans Rosecoco,beans,,,,,,
2023-09-30,Nakuru,Green Maize,maize,,,,,,
2023-09-30,Nakuru,Red Sorghum,sorghum,,,,,,
2023-09-30,Nakuru,White Sorghum,sorghum,,,,,,
2023-09-30,Nandi,Beans Rosecoco,beans,,,,,,
2023-09-30,Nandi,Red Sorghum,sorghum,,,,,,
2023-09-30,Nyamira,Beans Rosecoco,beans,,,,,,
2023-09-30,Nyamira,Green Maize,maize,,,,,,
2023-09-30,Nyamira,Red Sorghum,sorghum,,,,,,
2023-09-30,Nyandarua,Beans Rosecoco,beans,,,,,,
2023-09-30,Nyandarua,Green Maize,maize,,,,,,
2023-09-30,Nyeri,Beans Rosecoco,beans,,,,,,
2023-09-30,Nyeri,Red Sorghum,sorghum,,,,,,
2023-09-30,Samburu,Beans Rosecoco,beans,,,,,,
2023-09-30,Siaya,Beans Rosecoco,beans,,,,,,
2023-09-30,Siaya,Green Maize,maize,,,,,,
2023-09-30,Siaya,Red Sorghum,sorghum,,,,,,
2023-09-30,Siaya,White Sorghum,sorghum,,,,,,
2023-09-30,Taita-Taveta,Beans Rosecoco,beans,,,,,,
2023-09-30,Taita-Taveta,Green Maize,maize,,,,,,
2023-09-30,Taita-Taveta,Red Sorghum,sorghum,,,,,,
2023-09-30,Taita-Taveta,White Sorghum,sorghum,,,,,,
2023-09-30,Tharaka-Nithi,Beans Rosecoco,beans,,,,,,
2023-09-30,Tharaka-Nithi,Green Maize,maize,,,,,,
2023-09-30,Tharaka-Nithi,Red Sorghum,sorghum,,,,,,
2023-09-30,Tharaka-Nithi,White Sorghum,sorghum,,,,,,
2023-09-30,Trans-Nzoia,Beans Rosecoco,beans,,,,,,
2023-09-30,Trans-Nzoia,Green Maize,maize,,,,,,
2023-09-30,Trans-Nzoia,Red Sorghum,sorghum,,,,,,
2023-09-30,Trans-Nzoia,White Sorghum,sorghum,,,,,,
2023-09-30,Turkana,Green Maize,maize,,,,,,
2023-09-30,Uasin-Gishu,Beans Rosecoco,beans,,,,,,
2023-09-30,Uasin-Gishu,Red Sorghum,sorghum,,,,,,
2023-09-30,Vihiga,Beans Rosecoco,beans,,,,,,
2023-09-30,Vihiga,Green Maize,maize,,,,,,
2023-09-30,Vihiga,Red Sorghum,sorghum,,,,,,
2023-09-30,Vihiga,White Sorghum,sorghum,,,,,,
2023-09-30,Wajir,Green Maize,maize,,,,,,
2023-09-30,West-Pokot,Beans Rosecoco,beans,,,,,,
2023-09-30,West-Pokot,Green Maize,maize,,,,,,
2023-10-31,Bomet,Beans Rosecoco,beans,,,,,,
2023-10-31,Bomet,Red Sorghum,sorghum,,,,,,
2023-10-31,Bomet,White Sorghum,sorghum,,,,,,
2023-10-31,Busia,Beans Rosecoco,beans,,,,,,
2023-10-31,Embu,Beans Rosecoco,beans,,,,,,
2023-10-31,Embu,Green Maize,maize,,,,,,
2023-10-31,Embu,Red Sorghum,sorghum,,,,,,
2023-10-31,Embu,White Sorghum,sorghum,,,,,,
2023-10-31,Garissa,Green Maize,maize,,,,,,
2023-10-31,Kericho,Beans Rosecoco,beans,,,,,,
2023-10-31,Kericho,Red Sorghum,sorghum,,,,,,
2023-10-31,Kilifi,Green Maize,maize,,,,,,
2023-10-31,Kirinyaga,Beans Rosecoco,beans,,,,,,
2023-10-31,Kirinyaga,Green Maize,maize,,,,,,
2023-10-31,Kirinyaga,Red Sorghum,sorghum,,,,,,
2023-10-31,Kisii,Beans Rosecoco,beans,,,,,,
2023-10-31,Kisii,Green Maize,maize,,,,,,
2023-10-31,Kisii,Red Sorghum,sorghum,,,,,,
2023-10-31,Kisumu,Beans Rosecoco,beans,,,,,,
2023-10-31,Kisumu,Red Sorghum,sorghum,,,,,,
2023-10-31,Kitui,Beans Rosecoco,beans,,,,,,
2023-10-31,Kitui,Red Sorghum,sorghum,,,,,,
2023-10-31,Kitui,White Sorghum,sorghum,,,,,,
2023-10-31,Kwale,Green Maize,maize,,,,,,
2023-10-31,Makueni,Green Maize,maize,,,,,,
2023-10-31,Meru,Beans Rosecoco,beans,,,,,,
2023-10-31,Meru,Green Maize,maize,,,,,,
2023-10-31,Meru,Red Sorghum,sorghum,,,,,,
2023-10-31,Meru,White Sorghum,sorghum,,,,,,
2023-10-31,Migori,Beans Rosecoco,beans,,,,,,
2023-10-31,Migori,Green Maize,maize,,,,,,
2023-10-31,Migori,Red Sorghum,sorghum,,,,,,
2023-10-31,Migori,White Sorghum,sorghum,,,,,,
2023-10-31,Mombasa,Green Maize,maize,,,,,,
2023-10-31,Nairobi,Beans Rosecoco,beans,,,,,,
2023-10-31,Nairobi,Green Maize,maize,,,,,,
2023-10-31,Nairobi,Red Sorghum,sorghum,,,,,,
2023-10-31,Nairobi,White Sorghum,sorghum,,,,,,
2023-10-31,Nakuru,Beans Rosecoco,beans,,,,,,
2023-10-31,Nakuru,Green Maize,maize,,,,,,
2023-10-31,Nakuru,Red Sorghum,sorghum,,,,,,
2023-10-31,Nakuru,White Sorghum,sorghum,,,,,,
2023-10-31,Nandi,Beans Rosecoco,beans,,,,,,
2023-10-31,Nandi,Green Maize,maize,,,,,,
2023-10-31,Nandi,Red Sorghum,sorghum,,,,,,
2023-10-31,Nyamira,Beans Rosecoco,beans,,,,,,
2023-10-31,Nyamira,Green Maize,maize,,,,,,
2023-10-31,Nyamira,Red Sorghum,sorghum,,,,,,
2023-10-31,Nyeri,Beans Rosecoco,beans,,,,,,
2023-10-31,Nyeri,Green Maize,maize,,,,,,
2023-10-31,Nyeri,Red Sorghum,sorghum,,,,,,
2023-10-31,Siaya,Beans Rosecoco,beans,,,,,,
2023-10-31,Siaya,Green Maize,maize,,,,,,
2023-10-31,Taita-Taveta,Green Maize,maize,,,,,,
2023-10-31,Taita-Taveta,Red Sorghum,sorghum,,,,,,
2023-10-31,Taita-Taveta,White Sorghum,sorghum,,,,,,
2023-10-31,Tharaka-Nithi,Beans Rosecoco,beans,,,,,,
2023-10-31,Tharaka-Nithi,Green Maize,maize,,,,,,
2023-10-31,Tharaka-Nithi,Red Sorghum,sorghum,,,,,,
2023-10-31,Tharaka-Nithi,White Sorghum,sorghum,,,,,,
2023-10-31,Trans-Nzoia,Beans Rosecoco,beans,,,,,,
2023-10-31,Trans-Nzoia,Green Maize,maize,,,,,,
2023-10-31,Trans-Nzoia,Red Sorghum,sorghum,,,,,,
2023-10-31,Uasin-Gishu,Beans Rosecoco,beans,,,,,,
2023-10-31,Uasin-Gishu,Red Sorghum,sorghum,,,,,,
2023-10-31,Vihiga,Beans Rosecoco,beans,,,,,,
2023-10-31,Vihiga,Green Maize,maize,,,,,,
2023-10-31,Vihiga,Red Sorghum,sorghum,,,,,,
2023-10-31,Vihiga,White Sorghum,sorghum,,,,,,
2023-10-31,Wajir,Green Maize,maize,,,,,,
2023-11-30,Bungoma,Beans Rosecoco,beans,,,,,,
2023-11-30,Bungoma,Green Maize,maize,,,,,,
2023-11-30,Bungoma,Red Sorghum,sorghum,,,,,,
2023-11-30,Embu,Beans Rosecoco,beans,,,,,,
2023-11-30,Embu,Green Maize,maize,,,,,,
2023-11-30,Embu,Red Sorghum,sorghum,,,,,,
2023-11-30,Embu,White Sorghum,sorghum,,,,,,
2023-11-30,Kericho,Beans Rosecoco,beans,,,,,,
2023-11-30,Kericho,Green Maize,maize,,,,,,
2023-11-30,Kericho,Red Sorghum,sorghum,,,,,,
2023-11-30,Kilifi,Green Maize,maize,,,,,,
2023-11-30,Kirinyaga,Beans Rosecoco,beans,,,,,,
2023-11-30,Kirinyaga,Green Maize,maize,,,,,,
2023-11-30,Kirinyaga,Red Sorghum,sorghum,,,,,,
2023-11-30,Kirinyaga,White Sorghum,sorghum,,,,,,
2023-11-30,Kisii,Beans Rosecoco,beans,,,,,,
2023-11-30,Kisii,Red Sorghum,sorghum,,,,,,
2023-11-30,Kisumu,Beans Rosecoco,beans,,,,,,
2023-11-30,Kisumu,Green Maize,maize,,,,,,
2023-11-30,Kisumu,Red Sorghum,sorghum,,,,,,
2023-11-30,Kitui,Beans Rosecoco,beans,,,,,,
2023-11-30,Kitui,Red Sorghum,sorghum,,,,,,
2023-11-30,Kitui,White Sorghum,sorghum,,,,,,
2023-11-30,Kwale,Green Maize,maize,,,,,,
2023-11-30,Meru,Beans Rosecoco,beans,,,,,,
2023-11-30,Meru,Green Maize,maize,,,,,,
2023-11-30,Meru,Red Sorghum,sorghum,,,,,,
2023-11-30,Meru,White Sorghum,sorghum,,,,,,
2023-11-30,Migori,Beans Rosecoco,beans,,,,,,
2023-11-30,Migori,Green Maize,maize,,,,,,
2023-11-30,Migori,Red Sorghum,sorghum,,,,,,
2023-11-30,Migori,White Sorghum,sorghum,,,,,,
2023-11-30,Nairobi,Beans Rosecoco,beans,,,,,,
2023-11-30,Nairobi,Green Maize,maize,,,,,,
2023-11-30,Nairobi,Red Sorghum,sorghum,,,,,,
2023-11-30,Nakuru,Beans Rosecoco,beans,,,,,,
2023-11-30,Nakuru,Green Maize,maize,,,,,,
2023-11-30,Nakuru,Red Sorghum,sorghum,,,,,,
2023-11-30,Nakuru,White Sorghum,sorghum,,,,,,
2023-11-30,Nandi,Beans Rosecoco,beans,,,,,,
2023-11-30,Nandi,Green Maize,maize,,,,,,
2023-11-30,Nandi,Red Sorghum,sorghum,,,,,,
2023-11-30,Nyamira,Beans Rosecoco,beans,,,,,,
2023-11-30,Nyamira,Green Maize,maize,,,,,,
2023-11-30,Nyamira,Red Sorghum,sorghum,,,,,,
2023-11-30,Nyamira,White Sorghum,sorghum,,,,,,
2023-11-30,Nyandarua,Green Maize,maize,,,,,,
2023-11-30,Nyeri,Beans Rosecoco,beans,,,,,,
2023-11-30,Nyeri,Green Maize,maize,,,,,,
2023-11-30,Nyeri,Red Sorghum,sorghum,,,,,,
2023-11-30,Samburu,Beans Rosecoco,beans,,,,,,
2023-11-30,Siaya,Beans Rosecoco,beans,,,,,,
2023-11-30,Siaya,Green Maize,maize,,,,,,
2023-11-30,Siaya,Red Sorghum,sorghum,,,,,,
2023-11-30,Taita-Taveta,Green Maize,maize,,,,,,
2023-11-30,Tharaka-Nithi,Beans Rosecoco,beans,,,,,,
2023-11-30,Tharaka-Nithi,Green Maize,maize,,,,,,
2023-11-30,Tharaka-Nithi,Red Sorghum,sorghum,,,,,,
2023-11-30,Tharaka-Nithi,White Sorghum,sorghum,,,,,,
2023-11-30,Trans-Nzoia,Beans Rosecoco,beans,,,,,,
2023-11-30,Trans-Nzoia,Green Maize,maize,,,,,,
2023-11-30,Trans-Nzoia,Red Sorghum,sorghum,,,,,,
2023-11-30,Uasin-Gishu,Beans Rosecoco,beans,,,,,,
2023-11-30,Uasin-Gishu,Red Sorghum,sorghum,,,,,,
2023-11-30,Vihiga,Beans Rosecoco,beans,,,,,,
2023-11-30,Vihiga,Red Sorghum,sorghum,,,,,,
2023-12-31,Bungoma,Beans Rosecoco,beans,,,,,,
2023-12-31,Bungoma,Red Sorghum,sorghum,,,,,,
2023-12-31,Busia,Beans Rosecoco,beans,,,,,,
2023-12-31,Embu,Beans Rosecoco,beans,,,,,,
2023-12-31,Embu,Green Maize,maize,,,,,,
2023-12-31,Embu,Red Sorghum,sorghum,,,,,,
2023-12-31,Embu,White Sorghum,sorghum,,,,,,
2023-12-31,Kakamega,Beans Rosecoco,beans,,,,,,
2023-12-31,Kakamega,Red Sorghum,sorghum,,,,,,
2023-12-31,Kericho,Beans Rosecoco,beans,,,,,,
2023-12-31,Kericho,Red Sorghum,sorghum,,,,,,
2023-12-31,Kilifi,Green Maize,maize,,,,,,
2023-12-31,Kirinyaga,Beans Rosecoco,beans,,,,,,
2023-12-31,Kirinyaga,Green Maize,maize,,,,,,
2023-12-31,Kirinyaga,Red Sorghum,sorghum,,,,,,
2023-12-31,Kirinyaga,White Sorghum,sorghum,,,,,,
2023-12-31,Kisii,Beans Rosecoco,beans,,,,,,
2023-12-31,Kisii,Red Sorghum,sorghum,,,,,,
