date,county,commodity,commodity_group,retail_mean,retail_std,retail_min,retail_max,wholesale_mean,wb_price
2023-12-31,Kisumu,Beans Rosecoco,beans,,,,,,
2023-12-31,Kisumu,Green Maize,maize,,,,,,
2023-12-31,Kisumu,Red Sorghum,sorghum,,,,,,
2023-12-31,Kitui,Beans Rosecoco,beans,,,,,,
2023-12-31,Kitui,Red Sorghum,sorghum,,,,,,
2023-12-31,Kitui,White Sorghum,sorghum,,,,,,
2023-12-31,Kwale,Green Maize,maize,,,,,,
2023-12-31,Meru,Beans Rosecoco,beans,,,,,,
2023-12-31,Meru,Green Maize,maize,,,,,,
2023-12-31,Meru,Red Sorghum,sorghum,,,,,,
2023-12-31,Meru,White Sorghum,sorghum,,,,,,
2023-12-31,Migori,Beans Rosecoco,beans,,,,,,
2023-12-31,Migori,Green Maize,maize,,,,,,
2023-12-31,Migori,Red Sorghum,sorghum,,,,,,
2023-12-31,Migori,White Sorghum,sorghum,,,,,,
2023-12-31,Muranga,Green Maize,maize,,,,,,
2023-12-31,Muranga,White Sorghum,sorghum,,,,,,
2023-12-31,Nairobi,Beans Rosecoco,beans,,,,,,
2023-12-31,Nairobi,Green Maize,maize,,,,,,
2023-12-31,Nairobi,Red Sorghum,sorghum,,,,,,
2023-12-31,Nakuru,Beans Rosecoco,beans,,,,,,
2023-12-31,Nakuru,Green Maize,maize,,,,,,
2023-12-31,Nakuru,Red Sorghum,sorghum,,,,,,
2023-12-31,Nakuru,White Sorghum,sorghum,,,,,,
2023-12-31,Nandi,Beans Rosecoco,beans,,,,,,
2023-12-31,Nandi,Green Maize,maize,,,,,,
2023-12-31,Nandi,Red Sorghum,sorghum,,,,,,
2023-12-31,Nyamira,Beans Rosecoco,beans,,,,,,
2023-12-31,Nyamira,Green Maize,maize,,,,,,
2023-12-31,Nyamira,Red Sorghum,sorghum,,,,,,
2023-12-31,Nyamira,White Sorghum,sorghum,,,,,,
2023-12-31,Nyandarua,Beans Rosecoco,beans,,,,,,
2023-12-31,Nyeri,Beans Rosecoco,beans,,,,,,
2023-12-31,Nyeri,Green Maize,maize,,,,,,
2023-12-31,Nyeri,Red Sorghum,sorghum,,,,,,
2023-12-31,Nyeri,White Sorghum,sorghum,,,,,,
2023-12-31,Siaya,Beans Rosecoco,beans,,,,,,
2023-12-31,Siaya,Red Sorghum,sorghum,,,,,,
2023-12-31,Taita-Taveta,Green Maize,maize,,,,,,
2023-12-31,Tharaka-Nithi,Beans Rosecoco,beans,,,,,,
2023-12-31,Tharaka-Nithi,Green Maize,maize,,,,,,
2023-12-31,Tharaka-Nithi,Red Sorghum,sorghum,,,,,,
2023-12-31,Tharaka-Nithi,White Sorghum,sorghum,,,,,,
2023-12-31,Trans-Nzoia,Beans Rosecoco,beans,,,,,,
2023-12-31,Trans-Nzoia,Green Maize,maize,,,,,,
2023-12-31,Trans-Nzoia,Red Sorghum,sorghum,,,,,,
2023-12-31,Vihiga,Red Sorghum,sorghum,,,,,,
2024-01-31,Bungoma,Beans Rosecoco,beans,,,,,,
2024-01-31,Bungoma,Red Sorghum,sorghum,,,,,,
2024-01-31,Busia,Beans Rosecoco,beans,,,,,,
2024-01-31,Embu,Beans Rosecoco,beans,,,,,,
2024-01-31,Embu,Green Maize,maize,,,,,,
2024-01-31,Embu,Red Sorghum,sorghum,,,,,,
2024-01-31,Embu,White Sorghum,sorghum,,,,,,
2024-01-31,Kakamega,Beans Rosecoco,beans,,,,,,
2024-01-31,Kakamega,Red Sorghum,sorghum,,,,,,
2024-01-31,Kericho,Beans Rosecoco,beans,,,,,,
2024-01-31,Kirinyaga,Beans Rosecoco,beans,,,,,,
2024-01-31,Kirinyaga,Green Maize,maize,,,,,,
2024-01-31,Kirinyaga,Red Sorghum,sorghum,,,,,,
2024-01-31,Kirinyaga,White Sorghum,sorghum,,,,,,
2024-01-31,Kisii,Beans Rosecoco,beans,,,,,,
2024-01-31,Kisii,Green Maize,maize,,,,,,
2024-01-31,Kisii,Red Sorghum,sorghum,,,,,,
2024-01-31,Kisumu,Beans Rosecoco,beans,,,,,,
2024-01-31,Kisumu,Green Maize,maize,,,,,,
2024-01-31,Kisumu,Red Sorghum,sorghum,,,,,,
2024-01-31,Kitui,Beans Rosecoco,beans,,,,,,
2024-01-31,Kitui,Red Sorghum,sorghum,,,,,,
2024-01-31,Kitui,White Sorghum,sorghum,,,,,,
2024-01-31,Kwale,Green Maize,maize,,,,,,
2024-01-31,Meru,Beans Rosecoco,beans,,,,,,
2024-01-31,Meru,Green Maize,maize,,,,,,
2024-01-31,Meru,Red Sorghum,sorghum,,,,,,
2024-01-31,Meru,White Sorghum,sorghum,,,,,,
2024-01-31,Migori,Beans Rosecoco,beans,,,,,,
2024-01-31,Migori,Green Maize,maize,,,,,,
2024-01-31,Migori,Red Sorghum,sorghum,,,,,,
2024-01-31,Muranga,Green Maize,maize,,,,,,
2024-01-31,Nairobi,Beans Rosecoco,beans,,,,,,
2024-01-31,Nairobi,Green Maize,maize,,,,,,
2024-01-31,Nairobi,Red Sorghum,sorghum,,,,,,
2024-01-31,Nairobi,White Sorghum,sorghum,,,,,,
2024-01-31,Nakuru,Beans Rosecoco,beans,,,,,,
2024-01-31,Nakuru,Green Maize,maize,,,,,,
2024-01-31,Nakuru,Red Sorghum,sorghum,,,,,,
2024-01-31,Nakuru,White Sorghum,sorghum,,,,,,
2024-01-31,Nandi,Beans Rosecoco,beans,,,,,,
2024-01-31,Nandi,Green Maize,maize,,,,,,
2024-01-31,Nandi,Red Sorghum,sorghum,,,,,,
2024-01-31,Nandi,White Sorghum,sorghum,,,,,,
2024-01-31,Nyamira,Beans Rosecoco,beans,,,,,,
2024-01-31,Nyamira,Green Maize,maize,,,,,,
2024-01-31,Nyamira,Red Sorghum,sorghum,,,,,,
2024-01-31,Nyeri,Green Maize,maize,,,,,,
2024-01-31,Nyeri,Red Sorghum,sorghum,,,,,,
2024-01-31,Samburu,Beans Rosecoco,beans,,,,,,
2024-01-31,Siaya,Beans Rosecoco,beans,,,,,,
2024-01-31,Siaya,Red Sorghum,sorghum,,,,,,
2024-01-31,Taita-Taveta,Green Maize,maize,,,,,,
2024-01-31,Tharaka-Nithi,Beans Rosecoco,beans,,,,,,
2024-01-31,Tharaka-Nithi,Green Maize,maize,,,,,,
2024-01-31,Tharaka-Nithi,Red Sorghum,sorghum,,,,,,
2024-01-31,Tharaka-Nithi,White Sorghum,sorghum,,,,,,
2024-01-31,Trans-Nzoia,Beans Rosecoco,beans,,,,,,
2024-01-31,Trans-Nzoia,Green Maize,maize,,,,,,
2024-01-31,Trans-Nzoia,Red Sorghum,sorghum,,,,,,
2024-01-31,Vihiga,Beans Rosecoco,beans,,,,,,
2024-01-31,Vihiga,Red Sorghum,sorghum,,,,,,
2024-02-29,Bungoma,Beans Rosecoco,beans,,,,,,
2024-02-29,Bungoma,Red Sorghum,sorghum,,,,,,
2024-02-29,Busia,Beans Rosecoco,beans,,,,,,
2024-02-29,Busia,Red Sorghum,sorghum,,,,,,
2024-02-29,Embu,Green Maize,maize,,,,,,
2024-02-29,Kakamega,Beans Rosecoco,beans,,,,,,
2024-02-29,Kakamega,Red Sorghum,sorghum,,,,,,
2024-02-29,Kericho,Beans Rosecoco,beans,,,,,,
2024-02-29,Kirinyaga,Beans Rosecoco,beans,,,,,,
2024-02-29,Kirinyaga,Green Maize,maize,,,,,,
2024-02-29,Kirinyaga,Red Sorghum,sorghum,,,,,,
2024-02-29,Kirinyaga,White Sorghum,sorghum,,,,,,
2024-02-29,Kisii,Beans Rosecoco,beans,,,,,,
2024-02-29,Kisii,Green Maize,maize,,,,,,
2024-02-29,Kisii,Red Sorghum,sorghum,,,,,,
2024-02-29,Kitui,Beans Rosecoco,beans,,,,,,
2024-02-29,Kitui,Green Maize,maize,,,,,,
2024-02-29,Kitui,Red Sorghum,sorghum,,,,,,
2024-02-29,Kitui,White Sorghum,sorghum,,,,,,
2024-02-29,Kwale,Green Maize,maize,,,,,,
2024-02-29,Meru,Beans Rosecoco,beans,,,,,,
2024-02-29,Meru,Green Maize,maize,,,,,,
2024-02-29,Meru,Red Sorghum,sorghum,,,,,,
2024-02-29,Meru,White Sorghum,sorghum,,,,,,
2024-02-29,Migori,Beans Rosecoco,beans,,,,,,
2024-02-29,Migori,Red Sorghum,sorghum,,,,,,
2024-02-29,Nairobi,Beans Rosecoco,beans,,,,,,
2024-02-29,Nairobi,Green Maize,maize,,,,,,
2024-02-29,Nairobi,Red Sorghum,sorghum,,,,,,
2024-02-29,Nairobi,White Sorghum,sorghum,,,,,,
2024-02-29,Nakuru,Beans Rosecoco,beans,,,,,,
2024-02-29,Nakuru,Green Maize,maize,,,,,,
2024-02-29,Nakuru,Red Sorghum,sorghum,,,,,,
2024-02-29,Nakuru,White Sorghum,sorghum,,,,,,
2024-02-29,Nandi,Beans Rosecoco,beans,,,,,,
2024-02-29,Nandi,Green Maize,maize,,,,,,
2024-02-29,Nandi,Red Sorghum,sorghum,,,,,,
2024-02-29,Nandi,White Sorghum,sorghum,,,,,,
2024-02-29,Nyamira,Beans Rosecoco,beans,,,,,,
2024-02-29,Nyamira,Green Maize,maize,,,,,,
2024-02-29,Nyamira,Red Sorghum,sorghum,,,,,,
2024-02-29,Nyeri,Beans Rosecoco,beans,,,,,,
2024-02-29,Nyeri,Green Maize,maize,,,,,,
2024-02-29,Nyeri,Red Sorghum,sorghum,,,,,,
2024-02-29,Nyeri,White Sorghum,sorghum,,,,,,
2024-02-29,Siaya,Beans Rosecoco,beans,,,,,,
2024-02-29,Siaya,Red Sorghum,sorghum,,,,,,
2024-02-29,Taita-Taveta,Green Maize,maize,,,,,,
2024-02-29,Tharaka-Nithi,Beans Rosecoco,beans,,,,,,
2024-02-29,Tharaka-Nithi,Green Maize,maize,,,,,,
2024-02-29,Tharaka-Nithi,Red Sorghum,sorghum,,,,,,
2024-02-29,Tharaka-Nithi,White Sorghum,sorghum,,,,,,
2024-02-29,Trans-Nzoia,Beans Rosecoco,beans,,,,,,
2024-02-29,Trans-Nzoia,Green Maize,maize,,,,,,
2024-02-29,Trans-Nzoia,Red Sorghum,sorghum,,,,,,
2024-02-29,Wajir,Green Maize,maize,,,,,,
2024-03-31,Bomet,Red Sorghum,sorghum,,,,,,
2024-03-31,Bungoma,Beans Rosecoco,beans,,,,,,
2024-03-31,Bungoma,Green Maize,maize,,,,,,
2024-03-31,Bungoma,Red Sorghum,sorghum,,,,,,
2024-03-31,Bungoma,White Sorghum,sorghum,,,,,,
2024-03-31,Busia,Beans Rosecoco,beans,,,,,,
2024-03-31,Kirinyaga,Beans Rosecoco,beans,,,,,,
2024-03-31,Kirinyaga,Green Maize,maize,,,,,,
2024-03-31,Kirinyaga,Red Sorghum,sorghum,,,,,,
2024-03-31,Kirinyaga,White Sorghum,sorghum,,,,,,
2024-03-31,Kisii,Beans Rosecoco,beans,,,,,,
2024-03-31,Kisii,Red Sorghum,sorghum,,,,,,
2024-03-31,Kisumu,Beans Rosecoco,beans,,,,,,
2024-03-31,Kisumu,Green Maize,maize,,,,,,
2024-03-31,Kisumu,Red Sorghum,sorghum,,,,,,
2024-03-31,Kisumu,White Sorghum,sorghum,,,,,,
2024-03-31,Kitui,Beans Rosecoco,beans,,,,,,
2024-03-31,Kitui,Green Maize,maize,,,,,,
2024-03-31,Kitui,Red Sorghum,sorghum,,,,,,
2024-03-31,Kitui,White Sorghum,sorghum,,,,,,
2024-03-31,Kwale,Beans Rosecoco,beans,,,,,,
2024-03-31,Makueni,Green Maize,maize,,,,,,
2024-03-31,Meru,Beans Rosecoco,beans,,,,,,
2024-03-31,Meru,Green Maize,maize,,,,,,
2024-03-31,Meru,Red Sorghum,sorghum,,,,,,
2024-03-31,Meru,White Sorghum,sorghum,,,,,,
2024-03-31,Migori,Beans Rosecoco,beans,,,,,,
2024-03-31,Migori,Red Sorghum,sorghum,,,,,,
2024-03-31,Muranga,Green Maize,maize,,,,,,
2024-03-31,Nairobi,Beans Rosecoco,beans,,,,,,
2024-03-31,Nairobi,Green Maize,maize,,,,,,
2024-03-31,Nairobi,Red Sorghum,sorghum,,,,,,
2024-03-31,Nairobi,White Sorghum,sorghum,,,,,,
2024-03-31,Nakuru,Beans Rosecoco,beans,,,,,,
2024-03-31,Nakuru,Green Maize,maize,,,,,,
2024-03-31,Nakuru,Red Sorghum,sorghum,,,,,,
2024-03-31,Nakuru,White Sorghum,sorghum,,,,,,
2024-03-31,Nandi,Beans Rosecoco,beans,,,,,,
2024-03-31,Nandi,Green Maize,maize,,,,,,
2024-03-31,Nandi,Red Sorghum,sorghum,,,,,,
2024-03-31,Nandi,White Sorghum,sorghum,,,,,,
2024-03-31,Nyamira,Beans Rosecoco,beans,,,,,,
2024-03-31,Nyamira,Green Maize,maize,,,,,,
2024-03-31,Nyamira,Red Sorghum,sorghum,,,,,,
2024-03-31,Nyeri,Beans Rosecoco,beans,,,,,,
2024-03-31,Nyeri,Green Maize,maize,,,,,,
2024-03-31,Nyeri,Red Sorghum,sorghum,,,,,,
2024-03-31,Nyeri,White Sorghum,sorghum,,,,,,
2024-03-31,Samburu,Beans Rosecoco,beans,,,,,,
2024-03-31,Samburu,Red Sorghum,sorghum,,,,,,
2024-03-31,Samburu,White Sorghum,sorghum,,,,,,
2024-03-31,Siaya,Beans Rosecoco,beans,,,,,,
2024-03-31,Siaya,Red Sorghum,sorghum,,,,,,
2024-03-31,Taita-Taveta,Beans Rosecoco,beans,,,,,,
2024-03-31,Taita-Taveta,Green Maize,maize,,,,,,
2024-03-31,Tharaka-Nithi,Beans Rosecoco,beans,,,,,,
2024-03-31,Tharaka-Nithi,Green Maize,maize,,,,,,
2024-03-31,Tharaka-Nithi,Red Sorghum,sorghum,,,,,,
2024-03-31,Tharaka-Nithi,White Sorghum,sorghum,,,,,,
2024-03-31,Trans-Nzoia,Beans Rosecoco,beans,,,,,,
2024-03-31,Trans-Nzoia,Green Maize,maize,,,,,,
2024-03-31,Trans-Nzoia,Red Sorghum,sorghum,,,,,,
2024-03-31,Uasin-Gishu,Red Sorghum,sorghum,,,,,,
2024-03-31,Vihiga,Beans Rosecoco,beans,,,,,,
2024-04-30,Bomet,Beans Rosecoco,beans,,,,,,
2024-04-30,Bomet,Dry Maize,maize,,,,,,
2024-04-30,Bomet,Green Maize,maize,,,,,,
2024-04-30,Bomet,Red Sorghum,sorghum,,,,,,
2024-04-30,Busia,Beans Rosecoco,beans,,,,,,
2024-04-30,Busia,Dry Maize,maize,,,,,,
2024-04-30,Busia,Green Maize,maize,,,,,,
2024-04-30,Kirinyaga,Beans Rosecoco,beans,,,,,,
2024-04-30,Kirinyaga,Dry Maize,maize,,,,,,
2024-04-30,Kirinyaga,Green Maize,maize,,,,,,
2024-04-30,Kirinyaga,Red Sorghum,sorghum,,,,,,
2024-04-30,Kisii,Beans Rosecoco,beans,,,,,,
2024-04-30,Kisii,Dry Maize,maize,,,,,,
2024-04-30,Kisii,Green Maize,maize,,,,,,
2024-04-30,Kisii,Red Sorghum,sorghum,,,,,,
2024-04-30,Kisumu,Beans Rosecoco,beans,,,,,,
2024-04-30,Kisumu,Dry Maize,maize,,,,,,
2024-04-30,Kisumu,Green Maize,maize,,,,,,
2024-04-30,Kisumu,Red Sorghum,sorghum,,,,,,
2024-04-30,Kitui,Beans Rosecoco,beans,,,,,,
2024-04-30,Kitui,Dry Maize,maize,,,,,,
2024-04-30,Kitui,Green Maize,maize,,,,,,
2024-04-30,Kitui,Red Sorghum,sorghum,,,,,,
2024-04-30,Kitui,White Sorghum,sorghum,,,,,,
2024-04-30,Makueni,Dry Maize,maize,,,,,,
2024-04-30,Meru,Beans Rosecoco,beans,,,,,,
2024-04-30,Meru,Dry Maize,maize,,,,,,
2024-04-30,Meru,Green Maize,maize,,,,,,
2024-04-30,Meru,Red Sorghum,sorghum,,,,,,
2024-04-30,Meru,White Sorghum,sorghum,,,,,,
2024-04-30,Migori,Beans Rosecoco,beans,,,,,,
2024-04-30,Migori,Dry Maize,maize,,,,,,
2024-04-30,Migori,Green Maize,maize,,,,,,
2024-04-30,Migori,Red Sorghum,sorghum,,,,,,
2024-04-30,Muranga,Beans Rosecoco,beans,,,,,,
2024-04-30,Muranga,Dry Maize,maize,,,,,,
2024-04-30,Muranga,Green Maize,maize,,,,,,
2024-04-30,Muranga,Red Sorghum,sorghum,,,,,,
2024-04-30,Muranga,White Sorghum,sorghum,,,,,,
2024-04-30,Nairobi,Beans Rosecoco,beans,,,,,,
2024-04-30,Nairobi,Dry Maize,maize,,,,,,
2024-04-30,Nairobi,Green Maize,maize,,,,,,
2024-04-30,Nairobi,Red Sorghum,sorghum,,,,,,
2024-04-30,Nairobi,White Sorghum,sorghum,,,,,,
2024-04-30,Nakuru,Beans Rosecoco,beans,,,,,,
2024-04-30,Nakuru,Dry Maize,maize,,,,,,
2024-04-30,Nakuru,Green Maize,maize,,,,,,
2024-04-30,Nakuru,Red Sorghum,sorghum,,,,,,
2024-04-30,Nakuru,White Sorghum,sorghum,,,,,,
2024-04-30,Nandi,Beans Rosecoco,beans,,,,,,
2024-04-30,Nandi,Dry Maize,maize,,,,,,
2024-04-30,Nandi,Green Maize,maize,,,,,,
2024-04-30,Nandi,Red Sorghum,sorghum,,,,,,
2024-04-30,Nandi,White Sorghum,sorghum,,,,,,
2024-04-30,Nyamira,Beans Rosecoco,beans,,,,,,
2024-04-30,Nyamira,Dry Maize,maize,,,,,,
2024-04-30,Nyamira,Green Maize,maize,,,,,,
2024-04-30,Nyamira,Red Sorghum,sorghum,,,,,,
2024-04-30,Nyeri,Beans Rosecoco,beans,,,,,,
2024-04-30,Nyeri,Dry Maize,maize,,,,,,
2024-04-30,Nyeri,Green Maize,maize,,,,,,
2024-04-30,Nyeri,Red Sorghum,sorghum,,,,,,
2024-04-30,Taita-Taveta,Beans Rosecoco,beans,,,,,,
2024-04-30,Taita-Taveta,Dry Maize,maize,,,,,,
2024-04-30,Taita-Taveta,White Sorghum,sorghum,,,,,,
2024-04-30,Tharaka-Nithi,Beans Rosecoco,beans,,,,,,
2024-04-30,Tharaka-Nithi,Dry Maize,maize,,,,,,
2024-04-30,Tharaka-Nithi,Green Maize,maize,,,,,,
2024-04-30,Tharaka-Nithi,Red Sorghum,sorghum,,,,,,
2024-04-30,Tharaka-Nithi,White Sorghum,sorghum,,,,,,
2024-04-30,Trans-Nzoia,Beans Rosecoco,beans,,,,,,
2024-04-30,Trans-Nzoia,Dry Maize,maize,,,,,,
2024-04-30,Trans-Nzoia,Green Maize,maize,,,,,,
2024-04-30,Trans-Nzoia,Red Sorghum,sorghum,,,,,,
2024-04-30,Uasin-Gishu,Red Sorghum,sorghum,,,,,,
2024-05-31,Bomet,Beans Rosecoco,beans,,,,,,
2024-05-31,Bomet,Dry Maize,maize,,,,,,
2024-05-31,Bomet,Red Sorghum,sorghum,,,,,,
2024-05-31,Bungoma,Beans Rosecoco,beans,,,,,,
2024-05-31,Bungoma,Dry Maize,maize,,,,,,
2024-05-31,Bungoma,Green Maize,maize,,,,,,
2024-05-31,Kilifi,Green Maize,maize,,,,,,
2024-05-31,Kirinyaga,Beans Rosecoco,beans,,,,,,
2024-05-31,Kirinyaga,Dry Maize,maize,,,,,,
2024-05-31,Kirinyaga,Green Maize,maize,,,,,,
2024-05-31,Kirinyaga,Red Sorghum,sorghum,,,,,,
2024-05-31,Kisumu,Beans Rosecoco,beans,,,,,,
2024-05-31,Kisumu,Dry Maize,maize,,,,,,
2024-05-31,Kisumu,Green Maize,maize,,,,,,
2024-05-31,Kisumu,Red Sorghum,sorghum,,,,,,
2024-05-31,Kitui,Beans Rosecoco,beans,,,,,,
2024-05-31,Kitui,Dry Maize,maize,,,,,,
2024-05-31,Kitui,Green Maize,maize,,,,,,
2024-05-31,Kitui,Red Sorghum,sorghum,,,,,,
2024-05-31,Kitui,White Sorghum,sorghum,,,,,,
2024-05-31,Kwale,Green Maize,maize,,,,,,
2024-05-31,Makueni,Beans Rosecoco,beans,,,,,,
2024-05-31,Makueni,Dry Maize,maize,,,,,,
2024-05-31,Makueni,Red Sorghum,sorghum,,,,,,
2024-05-31,Meru,Beans Rosecoco,beans,,,,,,
2024-05-31,Meru,Dry Maize,maize,,,,,,
2024-05-31,Meru,Green Maize,maize,,,,,,
2024-05-31,Meru,Red Sorghum,sorghum,,,,,,
2024-05-31,Meru,White Sorghum,sorghum,,,,,,
2024-05-31,Migori,Beans Rosecoco,beans,,,,,,
2024-05-31,Migori,Dry Maize,maize,,,,,,
2024-05-31,Migori,Green Maize,maize,,,,,,
2024-05-31,Migori,Red Sorghum,sorghum,,,,,,
2024-05-31,Migori,White Sorghum,sorghum,,,,,,
2024-05-31,Muranga,Beans Rosecoco,beans,,,,,,
2024-05-31,Muranga,Dry Maize,maize,,,,,,
2024-05-31,Muranga,Green Maize,maize,,,,,,
2024-05-31,Muranga,Red Sorghum,sorghum,,,,,,
2024-05-31,Muranga,White Sorghum,sorghum,,,,,,
2024-05-31,Nairobi,Beans Rosecoco,beans,,,,,,
2024-05-31,Nairobi,Dry Maize,maize,,,,,,
2024-05-31,Nairobi,Green Maize,maize,,,,,,
2024-05-31,Nairobi,Red Sorghum,sorghum,,,,,,
2024-05-31,Nairobi,White Sorghum,sorghum,,,,,,
2024-05-31,Nakuru,Beans Rosecoco,beans,,,,,,
2024-05-31,Nakuru,Dry Maize,maize,,,,,,
2024-05-31,Nakuru,Green Maize,maize,,,,,,
2024-05-31,Nakuru,Red Sorghum,sorghum,,,,,,
2024-05-31,Nakuru,White Sorghum,sorghum,,,,,,
2024-05-31,Nandi,Beans Rosecoco,beans,,,,,,
2024-05-31,Nandi,Dry Maize,maize,,,,,,
2024-05-31,Nandi,Green Maize,maize,,,,,,
2024-05-31,Nandi,Red Sorghum,sorghum,,,,,,
2024-05-31,Nandi,White Sorghum,sorghum,,,,,,
2024-05-31,Nyamira,Beans Rosecoco,beans,,,,,,
2024-05-31,Nyamira,Dry Maize,maize,,,,,,
2024-05-31,Nyamira,Green Maize,maize,,,,,,
2024-05-31,Nyamira,Red Sorghum,sorghum,,,,,,
2024-05-31,Nyeri,Dry Maize,maize,,,,,,
2024-05-31,Nyeri,Green Maize,maize,,,,,,
2024-05-31,Nyeri,Red Sorghum,sorghum,,,,,,
2024-05-31,Nyeri,White Sorghum,sorghum,,,,,,
2024-05-31,Taita-Taveta,Dry Maize,maize,,,,,,
2024-05-31,Taita-Taveta,Green Maize,maize,,,,,,
2024-05-31,Tharaka-Nithi,Beans Rosecoco,beans,,,,,,
2024-05-31,Tharaka-Nithi,Dry Maize,maize,,,,,,
2024-05-31,Tharaka-Nithi,Green Maize,maize,,,,,,
2024-05-31,Tharaka-Nithi,Red Sorghum,sorghum,,,,,,
2024-05-31,Tharaka-Nithi,White Sorghum,sorghum,,,,,,
2024-05-31,Trans-Nzoia,Beans Rosecoco,beans,,,,,,
2024-05-31,Trans-Nzoia,Dry Maize,maize,,,,,,
2024-05-31,Trans-Nzoia,Green Maize,maize,,,,,,
2024-05-31,Trans-Nzoia,Red Sorghum,sorghum,,,,,,
2024-05-31,Uasin-Gishu,Dry Maize,maize,,,,,,
2024-05-31,Uasin-Gishu,Red Sorghum,sorghum,,,,,,
2024-05-31,Vihiga,Beans Rosecoco,beans,,,,,,
2024-05-31,Vihiga,Dry Maize,maize,,,,,,
2024-05-31,Vihiga,Green Maize,maize,,,,,,
2024-05-31,Vihiga,Red Sorghum,sorghum,,,,,,
2024-05-31,Vihiga,White Sorghum,sorghum,,,,,,
2024-06-30,Bomet,Beans Rosecoco,beans,,,,,,
2024-06-30,Bomet,Dry Maize,maize,,,,,,
2024-06-30,Bomet,Green Maize,maize,,,,,,
2024-06-30,Bomet,Red Sorghum,sorghum,,,,,,
