date,county,commodity,commodity_group,retail_mean,retail_std,retail_min,retail_max,wholesale_mean,wb_price
2024-06-30,Bungoma,Beans Rosecoco,beans,,,,,,
2024-06-30,Bungoma,Dry Maize,maize,,,,,,
2024-06-30,Bungoma,Green Maize,maize,,,,,,
2024-06-30,Bungoma,Red Sorghum,sorghum,,,,,,
2024-06-30,Kilifi,Green Maize,maize,,,,,,
2024-06-30,Kirinyaga,Beans Rosecoco,beans,,,,,,
2024-06-30,Kirinyaga,Dry Maize,maize,,,,,,
2024-06-30,Kirinyaga,Green Maize,maize,,,,,,
2024-06-30,Kirinyaga,Red Sorghum,sorghum,,,,,,
2024-06-30,Kirinyaga,White Sorghum,sorghum,,,,,,
2024-06-30,Kisii,Dry Maize,maize,,,,,,
2024-06-30,Kisii,Red Sorghum,sorghum,,,,,,
2024-06-30,Kisumu,Beans Rosecoco,beans,,,,,,
2024-06-30,Kisumu,Dry Maize,maize,,,,,,
2024-06-30,Kisumu,Green Maize,maize,,,,,,
2024-06-30,Kisumu,Red Sorghum,sorghum,,,,,,
2024-06-30,Kitui,Beans Rosecoco,beans,,,,,,
2024-06-30,Kitui,Dry Maize,maize,,,,,,
2024-06-30,Kitui,Green Maize,maize,,,,,,
2024-06-30,Kitui,Red Sorghum,sorghum,,,,,,
2024-06-30,Kitui,White Sorghum,sorghum,,,,,,
2024-06-30,Kwale,Dry Maize,maize,,,,,,
2024-06-30,Kwale,Green Maize,maize,,,,,,
2024-06-30,Makueni,Dry Maize,maize,,,,,,
2024-06-30,Makueni,Red Sorghum,sorghum,,,,,,
2024-06-30,Meru,Beans Rosecoco,beans,,,,,,
2024-06-30,Meru,Dry Maize,maize,,,,,,
2024-06-30,Meru,Green Maize,maize,,,,,,
2024-06-30,Meru,Red Sorghum,sorghum,,,,,,
2024-06-30,Meru,White Sorghum,sorghum,,,,,,
2024-06-30,Migori,Beans Rosecoco,beans,,,,,,
2024-06-30,Migori,Dry Maize,maize,,,,,,
2024-06-30,Migori,Green Maize,maize,,,,,,
2024-06-30,Migori,Red Sorghum,sorghum,,,,,,
2024-06-30,Muranga,Beans Rosecoco,beans,,,,,,
2024-06-30,Muranga,Dry Maize,maize,,,,,,
2024-06-30,Muranga,Green Maize,maize,,,,,,
2024-06-30,Muranga,Red Sorghum,sorghum,,,,,,
2024-06-30,Muranga,White Sorghum,sorghum,,,,,,
2024-06-30,Nairobi,Beans Rosecoco,beans,,,,,,
2024-06-30,Nairobi,Dry Maize,maize,,,,,,
2024-06-30,Nairobi,Green Maize,maize,,,,,,
2024-06-30,Nairobi,Red Sorghum,sorghum,,,,,,
2024-06-30,Nairobi,White Sorghum,sorghum,,,,,,
2024-06-30,Nakuru,Beans Rosecoco,beans,,,,,,
2024-06-30,Nakuru,Dry Maize,maize,,,,,,
2024-06-30,Nakuru,Green Maize,maize,,,,,,
2024-06-30,Nakuru,Red Sorghum,sorghum,,,,,,
2024-06-30,Nandi,Beans Rosecoco,beans,,,,,,
2024-06-30,Nandi,Dry Maize,maize,,,,,,
2024-06-30,Nandi,Green Maize,maize,,,,,,
2024-06-30,Nandi,Red Sorghum,sorghum,,,,,,
2024-06-30,Nandi,White Sorghum,sorghum,,,,,,
2024-06-30,Siaya,Beans Rosecoco,beans,,,,,,
2024-06-30,Siaya,Dry Maize,maize,,,,,,
2024-06-30,Siaya,Green Maize,maize,,,,,,
2024-06-30,Siaya,Red Sorghum,sorghum,,,,,,
2024-06-30,Taita-Taveta,Dry Maize,maize,,,,,,
2024-06-30,Taita-Taveta,Green Maize,maize,,,,,,
2024-06-30,Taita-Taveta,Red Sorghum,sorghum,,,,,,
2024-06-30,Tharaka-Nithi,Beans Rosecoco,beans,,,,,,
2024-06-30,Tharaka-Nithi,Dry Maize,maize,,,,,,
2024-06-30,Tharaka-Nithi,Green Maize,maize,,,,,,
2024-06-30,Tharaka-Nithi,Red Sorghum,sorghum,,,,,,
2024-06-30,Tharaka-Nithi,White Sorghum,sorghum,,,,,,
2024-06-30,Trans-Nzoia,Beans Rosecoco,beans,,,,,,
2024-06-30,Trans-Nzoia,Dry Maize,maize,,,,,,
2024-06-30,Trans-Nzoia,Green Maize,maize,,,,,,
2024-06-30,Trans-Nzoia,Red Sorghum,sorghum,,,,,,
2024-06-30,Uasin-Gishu,Dry Maize,maize,,,,,,
2024-06-30,Uasin-Gishu,Red Sorghum,sorghum,,,,,,
2024-06-30,Uasin-Gishu,White Sorghum,sorghum,,,,,,
2024-06-30,Vihiga,Beans Rosecoco,beans,,,,,,
2024-06-30,Vihiga,Dry Maize,maize,,,,,,
2024-06-30,Vihiga,Green Maize,maize,,,,,,
2024-06-30,Vihiga,Red Sorghum,sorghum,,,,,,
2024-06-30,Vihiga,White Sorghum,sorghum,,,,,,
2024-07-31,Bomet,Beans Rosecoco,beans,,,,,,
2024-07-31,Bomet,Dry Maize,maize,,,,,,
2024-07-31,Bomet,Green Maize,maize,,,,,,
2024-07-31,Bomet,Red Sorghum,sorghum,,,,,,
2024-07-31,Bungoma,Beans Rosecoco,beans,,,,,,
2024-07-31,Bungoma,Dry Maize,maize,,,,,,
2024-07-31,Bungoma,Green Maize,maize,,,,,,
2024-07-31,Bungoma,Red Sorghum,sorghum,,,,,,
2024-07-31,Busia,Dry Maize,maize,,,,,,
2024-07-31,Kakamega,Beans Rosecoco,beans,,,,,,
2024-07-31,Kakamega,Dry Maize,maize,,,,,,
2024-07-31,Kakamega,Red Sorghum,sorghum,,,,,,
2024-07-31,Kakamega,White Sorghum,sorghum,,,,,,
2024-07-31,Kilifi,Green Maize,maize,,,,,,
2024-07-31,Kirinyaga,Beans Rosecoco,beans,,,,,,
2024-07-31,Kirinyaga,Dry Maize,maize,,,,,,
2024-07-31,Kirinyaga,Green Maize,maize,,,,,,
2024-07-31,Kirinyaga,Red Sorghum,sorghum,,,,,,
2024-07-31,Kisii,Beans Rosecoco,beans,,,,,,
2024-07-31,Kisii,Dry Maize,maize,,,,,,
2024-07-31,Kisumu,Beans Rosecoco,beans,,,,,,
2024-07-31,Kisumu,Dry Maize,maize,,,,,,
2024-07-31,Kisumu,Green Maize,maize,,,,,,
2024-07-31,Kisumu,Red Sorghum,sorghum,,,,,,
2024-07-31,Kitui,Beans Rosecoco,beans,,,,,,
2024-07-31,Kitui,Dry Maize,maize,,,,,,
2024-07-31,Kitui,Green Maize,maize,,,,,,
2024-07-31,Kitui,Red Sorghum,sorghum,,,,,,
2024-07-31,Kitui,White Sorghum,sorghum,,,,,,
2024-07-31,Kwale,Green Maize,maize,,,,,,
2024-07-31,Makueni,Dry Maize,maize,,,,,,
2024-07-31,Makueni,Red Sorghum,sorghum,,,,,,
2024-07-31,Meru,Beans Rosecoco,beans,,,,,,
2024-07-31,Meru,Dry Maize,maize,,,,,,
2024-07-31,Meru,Green Maize,maize,,,,,,
2024-07-31,Meru,Red Sorghum,sorghum,,,,,,
2024-07-31,Meru,White Sorghum,sorghum,,,,,,
2024-07-31,Migori,Beans Rosecoco,beans,,,,,,
2024-07-31,Migori,Dry Maize,maize,,,,,,
2024-07-31,Migori,Green Maize,maize,,,,,,
2024-07-31,Migori,Red Sorghum,sorghum,,,,,,
2024-07-31,Muranga,Beans Rosecoco,beans,,,,,,
2024-07-31,Muranga,Dry Maize,maize,,,,,,
2024-07-31,Muranga,Green Maize,maize,,,,,,
2024-07-31,Muranga,Red Sorghum,sorghum,,,,,,
2024-07-31,Muranga,White Sorghum,sorghum,,,,,,
2024-07-31,Nairobi,Beans Rosecoco,beans,,,,,,
2024-07-31,Nairobi,Dry Maize,maize,,,,,,
2024-07-31,Nairobi,Green Maize,maize,,,,,,
2024-07-31,Nairobi,Red Sorghum,sorghum,,,,,,
2024-07-31,Nairobi,White Sorghum,sorghum,,,,,,
2024-07-31,Nakuru,Beans Rosecoco,beans,,,,,,
2024-07-31,Nakuru,Dry Maize,maize,,,,,,
2024-07-31,Nakuru,Green Maize,maize,,,,,,
2024-07-31,Nakuru,Red Sorghum,sorghum,,,,,,
2024-07-31,Nandi,Beans Rosecoco,beans,,,,,,
2024-07-31,Nandi,Dry Maize,maize,,,,,,
2024-07-31,Nandi,Green Maize,maize,,,,,,
2024-07-31,Nandi,Red Sorghum,sorghum,,,,,,
2024-07-31,Nandi,White Sorghum,sorghum,,,,,,
2024-07-31,Nyamira,Beans Rosecoco,beans,,,,,,
2024-07-31,Nyamira,Dry Maize,maize,,,,,,
2024-07-31,Nyamira,Green Maize,maize,,,,,,
2024-07-31,Nyamira,Red Sorghum,sorghum,,,,,,
2024-07-31,Siaya,Beans Rosecoco,beans,,,,,,
2024-07-31,Siaya,Dry Maize,maize,,,,,,
2024-07-31,Siaya,Green Maize,maize,,,,,,
2024-07-31,Siaya,Red Sorghum,sorghum,,,,,,
2024-07-31,Taita-Taveta,Dry Maize,maize,,,,,,
2024-07-31,Taita-Taveta,Green Maize,maize,,,,,,
2024-07-31,Tharaka-Nithi,Beans Rosecoco,beans,,,,,,
2024-07-31,Tharaka-Nithi,Dry Maize,maize,,,,,,
2024-07-31,Tharaka-Nithi,Green Maize,maize,,,,,,
2024-07-31,Tharaka-Nithi,Red Sorghum,sorghum,,,,,,
2024-07-31,Tharaka-Nithi,White Sorghum,sorghum,,,,,,
2024-07-31,Trans-Nzoia,Beans Rosecoco,beans,,,,,,
2024-07-31,Trans-Nzoia,Dry Maize,maize,,,,,,
2024-07-31,Trans-Nzoia,Green Maize,maize,,,,,,
2024-07-31,Trans-Nzoia,Red Sorghum,sorghum,,,,,,
2024-07-31,Uasin-Gishu,Dry Maize,maize,,,,,,
2024-07-31,Uasin-Gishu,Red Sorghum,sorghum,,,,,,
2024-07-31,Vihiga,Beans Rosecoco,beans,,,,,,
2024-07-31,Vihiga,Dry Maize,maize,,,,,,
2024-07-31,Vihiga,Green Maize,maize,,,,,,
2024-07-31,Vihiga,Red Sorghum,sorghum,,,,,,
2024-07-31,Vihiga,White Sorghum,sorghum,,,,,,
2024-07-31,Wajir,Dry Maize,maize,,,,,,
2024-08-31,Bomet,Beans Rosecoco,beans,,,,,,
2024-08-31,Bomet,Dry Maize,maize,,,,,,
2024-08-31,Bomet,Green Maize,maize,,,,,,
2024-08-31,Bomet,Red Sorghum,sorghum,,,,,,
2024-08-31,Bungoma,Beans Rosecoco,beans,,,,,,
2024-08-31,Bungoma,Dry Maize,maize,,,,,,
2024-08-31,Bungoma,Green Maize,maize,,,,,,
2024-08-31,Bungoma,Red Sorghum,sorghum,,,,,,
2024-08-31,Embu,Dry Maize,maize,,,,,,
2024-08-31,Kakamega,Beans Rosecoco,beans,,,,,,
2024-08-31,Kakamega,Dry Maize,maize,,,,,,
2024-08-31,Kakamega,Green Maize,maize,,,,,,
2024-08-31,Kakamega,Red Sorghum,sorghum,,,,,,
2024-08-31,Kakamega,White Sorghum,sorghum,,,,,,
2024-08-31,Kilifi,Green Maize,maize,,,,,,
2024-08-31,Kirinyaga,Beans Rosecoco,beans,,,,,,
2024-08-31,Kirinyaga,Dry Maize,maize,,,,,,
2024-08-31,Kirinyaga,Green Maize,maize,,,,,,
2024-08-31,Kirinyaga,Red Sorghum,sorghum,,,,,,
2024-08-31,Kisumu,Beans Rosecoco,beans,,,,,,
2024-08-31,Kisumu,Dry Maize,maize,,,,,,
2024-08-31,Kisumu,Green Maize,maize,,,,,,
2024-08-31,Kisumu,Red Sorghum,sorghum,,,,,,
2024-08-31,Kitui,Beans Rosecoco,beans,,,,,,
2024-08-31,Kitui,Dry Maize,maize,,,,,,
2024-08-31,Kitui,Green Maize,maize,,,,,,
2024-08-31,Kitui,Red Sorghum,sorghum,,,,,,
2024-08-31,Kitui,White Sorghum,sorghum,,,,,,
2024-08-31,Kwale,Green Maize,maize,,,,,,
2024-08-31,Makueni,Dry Maize,maize,,,,,,
2024-08-31,Makueni,Red Sorghum,sorghum,,,,,,
2024-08-31,Meru,Beans Rosecoco,beans,,,,,,
2024-08-31,Meru,Dry Maize,maize,,,,,,
2024-08-31,Meru,Green Maize,maize,,,,,,
2024-08-31,Meru,Red Sorghum,sorghum,,,,,,
2024-08-31,Meru,White Sorghum,sorghum,,,,,,
2024-08-31,Migori,Beans Rosecoco,beans,,,,,,
2024-08-31,Migori,Dry Maize,maize,,,,,,
2024-08-31,Migori,Green Maize,maize,,,,,,
2024-08-31,Migori,Red Sorghum,sorghum,,,,,,
2024-08-31,Migori,White Sorghum,sorghum,,,,,,
2024-08-31,Muranga,Beans Rosecoco,beans,,,,,,
2024-08-31,Muranga,Dry Maize,maize,,,,,,
2024-08-31,Muranga,Green Maize,maize,,,,,,
2024-08-31,Muranga,Red Sorghum,sorghum,,,,,,
2024-08-31,Muranga,White Sorghum,sorghum,,,,,,
2024-08-31,Nairobi,Beans Rosecoco,beans,,,,,,
2024-08-31,Nairobi,Dry Maize,maize,,,,,,
2024-08-31,Nairobi,Green Maize,maize,,,,,,
2024-08-31,Nairobi,Red Sorghum,sorghum,,,,,,
2024-08-31,Nairobi,White Sorghum,sorghum,,,,,,
2024-08-31,Nakuru,Beans Rosecoco,beans,,,,,,
2024-08-31,Nakuru,Dry Maize,maize,,,,,,
2024-08-31,Nakuru,Green Maize,maize,,,,,,
2024-08-31,Nakuru,Red Sorghum,sorghum,,,,,,
2024-08-31,Nandi,Beans Rosecoco,beans,,,,,,
2024-08-31,Nandi,Dry Maize,maize,,,,,,
2024-08-31,Nandi,Green Maize,maize,,,,,,
2024-08-31,Nandi,Red Sorghum,sorghum,,,,,,
2024-08-31,Nyamira,Beans Rosecoco,beans,,,,,,
2024-08-31,Nyamira,Dry Maize,maize,,,,,,
2024-08-31,Nyamira,Red Sorghum,sorghum,,,,,,
2024-08-31,Nyandarua,Beans Rosecoco,beans,,,,,,
2024-08-31,Nyandarua,Dry Maize,maize,,,,,,
2024-08-31,Nyandarua,Red Sorghum,sorghum,,,,,,
2024-08-31,Siaya,Beans Rosecoco,beans,,,,,,
2024-08-31,Siaya,Dry Maize,maize,,,,,,
2024-08-31,Siaya,Green Maize,maize,,,,,,
2024-08-31,Siaya,Red Sorghum,sorghum,,,,,,
2024-08-31,Siaya,White Sorghum,sorghum,,,,,,
2024-08-31,Taita-Taveta,Beans Rosecoco,beans,,,,,,
2024-08-31,Taita-Taveta,Dry Maize,maize,,,,,,
2024-08-31,Taita-Taveta,Green Maize,maize,,,,,,
2024-08-31,Taita-Taveta,Red Sorghum,sorghum,,,,,,
2024-08-31,Taita-Taveta,White Sorghum,sorghum,,,,,,
2024-08-31,Tharaka-Nithi,Beans Rosecoco,beans,,,,,,
2024-08-31,Tharaka-Nithi,Dry Maize,maize,,,,,,
2024-08-31,Tharaka-Nithi,Green Maize,maize,,,,,,
2024-08-31,Tharaka-Nithi,Red Sorghum,sorghum,,,,,,
2024-08-31,Tharaka-Nithi,White Sorghum,sorghum,,,,,,
2024-08-31,Trans-Nzoia,Dry Maize,maize,,,,,,
2024-08-31,Trans-Nzoia,Green Maize,maize,,,,,,
2024-08-31,Trans-Nzoia,Red Sorghum,sorghum,,,,,,
2024-08-31,Uasin-Gishu,Dry Maize,maize,,,,,,
2024-08-31,Uasin-Gishu,Red Sorghum,sorghum,,,,,,
2024-08-31,Vihiga,Beans Rosecoco,beans,,,,,,
2024-08-31,Vihiga,Dry Maize,maize,,,,,,
2024-08-31,Vihiga,Red Sorghum,sorghum,,,,,,
2024-08-31,Vihiga,White Sorghum,sorghum,,,,,,
2024-09-30,Bomet,Beans Rosecoco,beans,,,,,,
2024-09-30,Bomet,Dry Maize,maize,,,,,,
2024-09-30,Bomet,Green Maize,maize,,,,,,
2024-09-30,Bomet,Red Sorghum,sorghum,,,,,,
2024-09-30,Bungoma,Beans Rosecoco,beans,,,,,,
2024-09-30,Bungoma,Dry Maize,maize,,,,,,
2024-09-30,Bungoma,Green Maize,maize,,,,,,
2024-09-30,Bungoma,Red Sorghum,sorghum,,,,,,
2024-09-30,Elgeyo-Marakwet,Beans Rosecoco,beans,,,,,,
2024-09-30,Elgeyo-Marakwet,Dry Maize,maize,,,,,,
2024-09-30,Embu,Beans Rosecoco,beans,,,,,,
2024-09-30,Embu,Dry Maize,maize,,,,,,
2024-09-30,Embu,Green Maize,maize,,,,,,
2024-09-30,Embu,Red Sorghum,sorghum,,,,,,
2024-09-30,Embu,White Sorghum,sorghum,,,,,,
2024-09-30,Kakamega,Beans Rosecoco,beans,,,,,,
2024-09-30,Kakamega,Dry Maize,maize,,,,,,
2024-09-30,Kakamega,Green Maize,maize,,,,,,
2024-09-30,Kakamega,Red Sorghum,sorghum,,,,,,
2024-09-30,Kakamega,White Sorghum,sorghum,,,,,,
2024-09-30,Kirinyaga,Beans Rosecoco,beans,,,,,,
2024-09-30,Kirinyaga,Dry Maize,maize,,,,,,
2024-09-30,Kirinyaga,Green Maize,maize,,,,,,
2024-09-30,Kirinyaga,Red Sorghum,sorghum,,,,,,
2024-09-30,Kisumu,Beans Rosecoco,beans,,,,,,
2024-09-30,Kisumu,Dry Maize,maize,,,,,,
2024-09-30,Kisumu,Green Maize,maize,,,,,,
2024-09-30,Kisumu,Red Sorghum,sorghum,,,,,,
2024-09-30,Kitui,Beans Rosecoco,beans,,,,,,
2024-09-30,Kitui,Dry Maize,maize,,,,,,
2024-09-30,Kitui,Green Maize,maize,,,,,,
2024-09-30,Kitui,Red Sorghum,sorghum,,,,,,
2024-09-30,Kitui,White Sorghum,sorghum,,,,,,
2024-09-30,Kwale,Dry Maize,maize,,,,,,
2024-09-30,Kwale,Green Maize,maize,,,,,,
2024-09-30,Makueni,Dry Maize,maize,,,,,,
2024-09-30,Makueni,Green Maize,maize,,,,,,
2024-09-30,Makueni,Red Sorghum,sorghum,,,,,,
2024-09-30,Meru,Beans Rosecoco,beans,,,,,,
2024-09-30,Meru,Dry Maize,maize,,,,,,
2024-09-30,Meru,Green Maize,maize,,,,,,
2024-09-30,Meru,Red Sorghum,sorghum,,,,,,
2024-09-30,Meru,White Sorghum,sorghum,,,,,,
2024-09-30,Migori,Beans Rosecoco,beans,,,,,,
2024-09-30,Migori,Dry Maize,maize,,,,,,
2024-09-30,Migori,Green Maize,maize,,,,,,
2024-09-30,Migori,Red Sorghum,sorghum,,,,,,
2024-09-30,Migori,White Sorghum,sorghum,,,,,,
2024-09-30,Muranga,Dry Maize,maize,,,,,,
2024-09-30,Muranga,Green Maize,maize,,,,,,
2024-09-30,Muranga,Red Sorghum,sorghum,,,,,,
2024-09-30,Muranga,White Sorghum,sorghum,,,,,,
2024-09-30,Nairobi,Beans Rosecoco,beans,,,,,,
2024-09-30,Nairobi,Dry Maize,maize,,,,,,
2024-09-30,Nairobi,Green Maize,maize,,,,,,
2024-09-30,Nairobi,Red Sorghum,sorghum,,,,,,
2024-09-30,Nairobi,White Sorghum,sorghum,,,,,,
2024-09-30,Nakuru,Beans Rosecoco,beans,,,,,,
2024-09-30,Nakuru,Dry Maize,maize,,,,,,
2024-09-30,Nakuru,Green Maize,maize,,,,,,
2024-09-30,Nakuru,Red Sorghum,sorghum,,,,,,
2024-09-30,Nandi,Beans Rosecoco,beans,,,,,,
2024-09-30,Nandi,Dry Maize,maize,,,,,,
2024-09-30,Nandi,Green Maize,maize,,,,,,
2024-09-30,Nandi,Red Sorghum,sorghum,,,,,,
2024-09-30,Nyamira,Beans Rosecoco,beans,,,,,,
2024-09-30,Nyamira,Dry Maize,maize,,,,,,
2024-09-30,Nyamira,Red Sorghum,sorghum,,,,,,
2024-09-30,Siaya,Beans Rosecoco,beans,,,,,,
2024-09-30,Siaya,Dry Maize,maize,,,,,,
2024-09-30,Siaya,Green Maize,maize,,,,,,
2024-09-30,Siaya,Red Sorghum,sorghum,,,,,,
2024-09-30,Siaya,White Sorghum,sorghum,,,,,,
2024-09-30,Taita-Taveta,Beans Rosecoco,beans,,,,,,
2024-09-30,Taita-Taveta,Dry Maize,maize,,,,,,
2024-09-30,Taita-Taveta,Green Maize,maize,,,,,,
2024-09-30,Taita-Taveta,Red Sorghum,sorghum,,,,,,
2024-09-30,Taita-Taveta,White Sorghum,sorghum,,,,,,
2024-09-30,Tharaka-Nithi,Beans Rosecoco,beans,,,,,,
2024-09-30,Tharaka-Nithi,Dry Maize,maize,,,,,,
2024-09-30,Tharaka-Nithi,Green Maize,maize,,,,,,
2024-09-30,Tharaka-Nithi,Red Sorghum,sorghum,,,,,,
2024-09-30,Tharaka-Nithi,White Sorghum,sorghum,,,,,,
2024-09-30,Trans-Nzoia,Beans Rosecoco,beans,,,,,,
2024-09-30,Trans-Nzoia,Dry Maize,maize,,,,,,
2024-09-30,Trans-Nzoia,Green Maize,maize,,,,,,
2024-09-30,Trans-Nzoia,Red Sorghum,sorghum,,,,,,
2024-09-30,Uasin-Gishu,Beans Rosecoco,beans,,,,,,
2024-09-30,Uasin-Gishu,Dry Maize,maize,,,,,,
2024-09-30,Uasin-Gishu,Red Sorghum,sorghum,,,,,,
2024-09-30,Vihiga,Beans Rosecoco,beans,,,,,,
2024-09-30,Vihiga,Dry Maize,maize,,,,,,
2024-09-30,Vihiga,Green Maize,maize,,,,,,
2024-09-30,Vihiga,Red Sorghum,sorghum,,,,,,
2024-09-30,Vihiga,White Sorghum,sorghum,,,,,,
2024-09-30,Wajir,Green Maize,maize,,,,,,
2024-10-31,Bomet,Beans Rosecoco,beans,,,,,,
2024-10-31,Bomet,Dry Maize,maize,,,,,,
2024-10-31,Bomet,Green Maize,maize,,,,,,
2024-10-31,Bomet,Red Sorghum,sorghum,,,,,,
2024-10-31,Bungoma,Beans Rosecoco,beans,,,,,,
2024-10-31,Bungoma,Dry Maize,maize,,,,,,
2024-10-31,Bungoma,Green Maize,maize,,,,,,
2024-10-31,Bungoma,Red Sorghum,sorghum,,,,,,
2024-10-31,Embu,Beans Rosecoco,beans,,,,,,
2024-10-31,Embu,Dry Maize,maize,,,,,,
2024-10-31,Embu,Green Maize,maize,,,,,,
2024-10-31,Embu,Red Sorghum,sorghum,,,,,,
2024-10-31,Embu,White Sorghum,sorghum,,,,,,
2024-10-31,Kakamega,Beans Rosecoco,beans,,,,,,
2024-10-31,Kakamega,Dry Maize,maize,,,,,,
2024-10-31,Kakamega,Green Maize,maize,,,,,,
2024-10-31,Kakamega,Red Sorghum,sorghum,,,,,,
2024-10-31,Kakamega,White Sorghum,sorghum,,,,,,
2024-10-31,Kirinyaga,Beans Rosecoco,beans,,,,,,
2024-10-31,Kirinyaga,Dry Maize,maize,,,,,,
2024-10-31,Kirinyaga,Green Maize,maize,,,,,,
2024-10-31,Kirinyaga,Red Sorghum,sorghum,,,,,,
2024-10-31,Kisumu,Beans Rosecoco,beans,,,,,,
2024-10-31,Kisumu,Dry Maize,maize,,,,,,
2024-10-31,Kisumu,Red Sorghum,sorghum,,,,,,
2024-10-31,Kitui,Beans Rosecoco,beans,,,,,,
2024-10-31,Kitui,Dry Maize,maize,,,,,,
2024-10-31,Kitui,Green Maize,maize,,,,,,
2024-10-31,Kitui,Red Sorghum,sorghum,,,,,,
2024-10-31,Kitui,White Sorghum,sorghum,,,,,,
2024-10-31,Kwale,Green Maize,maize,,,,,,
2024-10-31,Makueni,Dry Maize,maize,,,,,,
2024-10-31,Makueni,Green Maize,maize,,,,,,
2024-10-31,Makueni,Red Sorghum,sorghum,,,,,,
2024-10-31,Meru,Beans Rosecoco,beans,,,,,,
2024-10-31,Meru,Dry Maize,maize,,,,,,
2024-10-31,Meru,Green Maize,maize,,,,,,
2024-10-31,Meru,Red Sorghum,sorghum,,,,,,
2024-10-31,Meru,White Sorghum,sorghum,,,,,,
2024-10-31,Migori,Beans Rosecoco,beans,,,,,,
2024-10-31,Migori,Dry Maize,maize,,,,,,
2024-10-31,Migori,Red Sorghum,sorghum,,,,,,
2024-10-31,Migori,White Sorghum,sorghum,,,,,,
